medication_id,location_id,risk_score,risk_level,predicted_stockout_date,days_to_stockout,primary_risk_factors,contributing_factors,mitigating_factors,confidence,recommended_review
MED038,LOC007,44.1,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED039,LOC001,15.0,LOW,2026-09-16,16.4,None,Moderate inventory buffer (6.6 days of supply); Lead time (8d) exceeds on-hand supply (6.6d); High-criticality life-saving clinical medication,"Confirmed inbound PO (60 units) arriving in 1d from reliable vendor (92%); Regional surplus available at South Ambulatory & Surgical Center (221 units, 1052.4 DOS); Alternate certified supplier available with normal lead time (8d)",0.95,No escalation required; inbound shipment (60 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED039,LOC002,41.0,MEDIUM,2026-09-27,27.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (221 units, 1052.4 DOS); Alternate certified supplier available with normal lead time (8d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED039,LOC003,40.2,MEDIUM,2026-09-17,17.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (8d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED039,LOC004,43.8,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (221 units, 1052.4 DOS); Alternate certified supplier available with normal lead time (8d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED039,LOC005,12.8,LOW,2026-10-13,43.4,None,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (221 units, 1052.4 DOS); Alternate certified supplier available with normal lead time (8d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED039,LOC006,46.8,MEDIUM,2026-09-16,16.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (8d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED039,LOC007,75.0,HIGH,,,"Near-expiry batch (221 units, 35d shelf-life left) exceeds local burn rate; projected write-off $638,600; Severe demand acceleration (+114.3% 7d vs 30d usage); Active replenishment purchase order delayed by carrier/supplier",High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (8d),0.95,"Prevent high-cost drug write-off ($638,600): transfer 206 expiring units to high-volume comprehensive facility for prioritized FIFO utilization."
MED040,LOC001,39.6,MEDIUM,2026-09-24,24.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (27 units, 128.6 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED040,LOC002,40.3,MEDIUM,2026-09-23,23.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (27 units, 128.6 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED040,LOC003,39.8,MEDIUM,2026-09-24,24.9,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (27 units, 128.6 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED040,LOC004,41.8,MEDIUM,2026-10-08,38.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (27 units, 128.6 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED040,LOC005,40.6,MEDIUM,2026-09-26,26.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (27 units, 128.6 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED040,LOC006,40.0,MEDIUM,2026-09-19,19.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (27 units, 128.6 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED040,LOC007,43.1,MEDIUM,,,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED041,LOC001,30.4,MEDIUM,2026-09-25,25.6,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED041,LOC002,19.2,LOW,2026-10-01,31.1,None,Moderate inventory buffer (9.6 days of supply),Confirmed inbound PO (110 units) arriving in 2d from reliable vendor (97%); Alternate certified supplier available with normal lead time (2d),0.95,No escalation required; inbound shipment (110 units) confirmed on schedule arriving in 2d. Maintain standard monitoring.
MED041,LOC003,35.6,MEDIUM,2026-09-20,20.5,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED041,LOC004,31.9,MEDIUM,2026-09-23,23.1,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED041,LOC005,31.0,MEDIUM,2026-09-25,25.9,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED041,LOC006,38.8,MEDIUM,2026-09-11,11.1,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED041,LOC007,48.0,MEDIUM,2026-09-18,18.0,Active replenishment purchase order delayed by carrier/supplier,Accelerating utilization (+42.9% 7d vs 30d usage),Alternate certified supplier available with normal lead time (2d),0.95,Classify as emerging risk (+42.9% demand surge); dynamically adjust safety stock baseline upwards and trigger automated replenishment PO 5 days ahead of schedule.
MED042,LOC001,49.7,MEDIUM,2026-09-13,13.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (65 units, 31.4 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED042,LOC002,39.5,MEDIUM,2026-09-22,22.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (65 units, 31.4 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED042,LOC003,39.5,MEDIUM,2026-09-16,16.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (65 units, 31.4 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED042,LOC004,40.1,MEDIUM,2026-09-16,16.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (65 units, 31.4 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED042,LOC005,39.8,MEDIUM,2026-09-28,28.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (65 units, 31.4 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED042,LOC006,39.3,MEDIUM,2026-09-22,22.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (65 units, 31.4 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED042,LOC007,40.9,MEDIUM,2026-09-29,29.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED043,LOC001,39.6,MEDIUM,2026-09-22,22.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED043,LOC002,39.8,MEDIUM,2026-09-25,25.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED043,LOC003,39.7,MEDIUM,2026-09-20,20.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED043,LOC004,48.0,MEDIUM,2026-09-25,25.7,Severe demand acceleration (+59.8% 7d vs 30d usage); Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Classify as emerging risk (+59.8% demand surge); dynamically adjust safety stock baseline upwards and trigger automated replenishment PO 5 days ahead of schedule.
MED043,LOC005,40.1,MEDIUM,2026-09-17,17.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED043,LOC006,39.5,MEDIUM,2026-09-15,15.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED043,LOC007,43.0,MEDIUM,2026-09-29,29.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED044,LOC001,39.3,MEDIUM,2026-09-24,24.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (5d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED044,LOC002,11.3,LOW,2026-09-30,30.2,None,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (850 units, 23.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED044,LOC003,62.7,HIGH,2026-09-07,7.4,Active replenishment purchase order delayed by carrier/supplier,Moderate inventory buffer (7.1 days of supply); High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (850 units, 23.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Rebalance regional network: initiate lateral transfer of 170 units from Central Academic Medical Center immediately.
MED044,LOC004,40.2,MEDIUM,2026-09-30,30.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (850 units, 23.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED044,LOC005,39.9,MEDIUM,2026-09-15,15.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (850 units, 23.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED044,LOC006,39.4,MEDIUM,2026-09-19,19.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (850 units, 23.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED044,LOC007,41.4,MEDIUM,2026-10-02,32.1,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (850 units, 23.3 DOS); Alternate certified supplier available with normal lead time (5d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED045,LOC001,39.3,MEDIUM,2026-09-17,17.3,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED045,LOC002,15.0,LOW,2026-09-22,22.5,None,Moderate inventory buffer (7.6 days of supply); High-criticality life-saving clinical medication,"Confirmed inbound PO (310 units) arriving in 1d from reliable vendor (98%); Regional surplus available at Central Academic Medical Center (861 units, 17.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,No escalation required; inbound shipment (310 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED045,LOC003,11.1,LOW,2026-09-28,28.1,None,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (861 units, 17.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED045,LOC004,11.3,LOW,2026-09-28,28.4,None,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (861 units, 17.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED045,LOC005,39.5,MEDIUM,2026-09-25,25.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (861 units, 17.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED045,LOC006,11.1,LOW,2026-09-28,28.9,None,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (861 units, 17.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED045,LOC007,18.9,LOW,2026-09-28,28.6,None,High-criticality life-saving clinical medication,"Regional surplus available at Central Academic Medical Center (861 units, 17.0 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED046,LOC001,30.1,MEDIUM,2026-09-23,23.2,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (4d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED046,LOC002,38.3,MEDIUM,2026-09-13,13.4,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Central Academic Medical Center (1684 units, 24.1 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED046,LOC003,38.1,MEDIUM,2026-09-13,13.4,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Central Academic Medical Center (1684 units, 24.1 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED046,LOC004,35.6,MEDIUM,2026-09-14,14.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Central Academic Medical Center (1684 units, 24.1 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED046,LOC005,30.3,MEDIUM,2026-09-16,16.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Central Academic Medical Center (1684 units, 24.1 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED046,LOC006,30.2,MEDIUM,2026-09-23,23.4,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Central Academic Medical Center (1684 units, 24.1 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED046,LOC007,39.2,MEDIUM,2026-09-14,14.0,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Central Academic Medical Center (1684 units, 24.1 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC001,38.4,MEDIUM,2026-09-12,12.0,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (765 units, 25.4 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC002,38.3,MEDIUM,2026-09-12,12.4,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (765 units, 25.4 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC003,30.3,MEDIUM,2026-09-22,22.1,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (765 units, 25.4 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC004,30.6,MEDIUM,2026-09-19,19.0,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (765 units, 25.4 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC005,30.4,MEDIUM,2026-09-14,14.7,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (765 units, 25.4 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC006,30.2,MEDIUM,2026-09-26,26.2,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED047,LOC007,31.4,MEDIUM,2026-09-23,23.6,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (765 units, 25.4 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED048,LOC001,39.3,MEDIUM,2026-09-16,16.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED048,LOC002,39.8,MEDIUM,2026-09-29,29.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED048,LOC003,39.6,MEDIUM,2026-09-15,15.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED048,LOC004,57.5,HIGH,2026-09-11,11.8,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Place expedited replenishment purchase order and monitor daily burn rate closely.
MED048,LOC005,50.3,MEDIUM,2026-09-14,14.7,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED048,LOC006,46.0,MEDIUM,2026-09-20,20.2,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED048,LOC007,41.3,MEDIUM,2026-09-17,17.0,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED049,LOC001,38.0,MEDIUM,2026-09-13,13.9,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (2536 units, 24.2 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED049,LOC002,38.2,MEDIUM,2026-09-13,13.6,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (2536 units, 24.2 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED049,LOC003,15.0,LOW,2026-09-24,24.5,None,Moderate inventory buffer (7.1 days of supply),"Confirmed inbound PO (2000 units) arriving in 0d from reliable vendor (97%); Regional surplus available at Valley Regional Trauma Center (2536 units, 24.2 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,No escalation required; inbound shipment (2000 units) confirmed on schedule arriving in 0d. Maintain standard monitoring.
MED049,LOC004,30.4,MEDIUM,2026-09-25,25.0,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (2536 units, 24.2 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED049,LOC005,30.2,MEDIUM,2026-09-19,19.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (2536 units, 24.2 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED049,LOC006,30.0,MEDIUM,2026-09-24,24.1,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (3d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED049,LOC007,31.2,MEDIUM,2026-09-23,23.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Valley Regional Trauma Center (2536 units, 24.2 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED050,LOC001,38.2,MEDIUM,2026-09-13,13.4,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (1204 units, 20.7 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED050,LOC002,30.1,MEDIUM,2026-09-21,21.6,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (4d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED050,LOC003,38.1,MEDIUM,2026-09-13,13.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (1204 units, 20.7 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED050,LOC004,15.0,LOW,2026-09-25,25.8,None,Moderate inventory buffer (9.4 days of supply),"Confirmed inbound PO (960 units) arriving in 1d from reliable vendor (96%); Regional surplus available at North Suburban General Hospital (1204 units, 20.7 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,No escalation required; inbound shipment (960 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED050,LOC005,15.0,LOW,2026-09-24,24.4,None,Moderate inventory buffer (8.2 days of supply),"Confirmed inbound PO (850 units) arriving in 1d from reliable vendor (96%); Regional surplus available at North Suburban General Hospital (1204 units, 20.7 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,No escalation required; inbound shipment (850 units) confirmed on schedule arriving in 1d. Maintain standard monitoring.
MED050,LOC006,18.3,LOW,2026-09-26,26.9,None,Moderate inventory buffer (9.9 days of supply),"Regional surplus available at North Suburban General Hospital (1204 units, 20.7 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Inventory and supply chain parameters within normal operating thresholds. Maintain standard replenishment cycle.
MED050,LOC007,31.0,MEDIUM,2026-09-20,20.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at North Suburban General Hospital (1204 units, 20.7 DOS); Alternate certified supplier available with normal lead time (4d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC001,30.1,MEDIUM,2026-09-20,20.8,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (1729 units, 21.7 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC002,30.3,MEDIUM,2026-09-23,23.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (1729 units, 21.7 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC003,30.1,MEDIUM,2026-09-21,21.9,Active replenishment purchase order delayed by carrier/supplier,None,Alternate certified supplier available with normal lead time (2d),0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC004,30.4,MEDIUM,2026-09-23,23.3,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (1729 units, 21.7 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC005,38.2,MEDIUM,2026-09-10,10.2,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (1729 units, 21.7 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC006,30.1,MEDIUM,2026-09-20,20.0,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (1729 units, 21.7 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED051,LOC007,31.3,MEDIUM,2026-09-17,17.5,Active replenishment purchase order delayed by carrier/supplier,None,"Regional surplus available at Metro Memorial Health - Main (1729 units, 21.7 DOS); Alternate certified supplier available with normal lead time (2d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED052,LOC001,39.6,MEDIUM,2026-09-20,20.6,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 32.9 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED052,LOC002,39.7,MEDIUM,2026-09-21,21.4,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 32.9 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
MED052,LOC003,39.5,MEDIUM,2026-09-19,19.5,Active replenishment purchase order delayed by carrier/supplier,High-criticality life-saving clinical medication,"Regional surplus available at South Ambulatory & Surgical Center (47 units, 32.9 DOS); Alternate certified supplier available with normal lead time (3d)",0.95,Emerging supply vulnerability. Review reorder thresholds and schedule early replenishment order.
