po_id,medication_id,location_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,status
PO-14990,MED029,LOC007,SUP015,2026-03-02,2026-03-05,2026-03-05,50,50,Delivered
PO-14991,MED030,LOC002,SUP004,2026-03-02,2026-03-07,2026-03-07,100,100,Delivered
PO-14992,MED035,LOC006,SUP015,2026-03-02,2026-03-04,2026-03-04,230,230,Delivered
PO-14993,MED037,LOC002,SUP015,2026-03-02,2026-03-06,2026-03-06,950,950,Delivered
PO-14994,MED037,LOC003,SUP015,2026-03-02,2026-03-06,2026-03-06,2010,2010,Delivered
PO-14995,MED042,LOC001,SUP003,2026-03-02,2026-03-04,2026-03-04,840,840,Delivered
PO-14996,MED043,LOC001,SUP003,2026-03-02,2026-03-04,2026-03-04,300,300,Delivered
PO-14997,MED044,LOC007,SUP010,2026-03-02,2026-03-07,2026-03-07,50,50,Delivered
PO-14998,MED050,LOC007,SUP005,2026-03-02,2026-03-06,2026-03-06,230,230,Delivered
PO-14999,MED053,LOC004,SUP010,2026-03-02,2026-03-08,2026-03-08,50,50,Delivered
PO-15000,MED062,LOC001,SUP004,2026-03-02,2026-03-07,2026-03-07,1510,1510,Delivered
PO-15001,MED064,LOC002,SUP005,2026-03-02,2026-03-07,2026-03-07,1050,1050,Delivered
PO-15002,MED065,LOC001,SUP015,2026-03-02,2026-03-04,2026-03-04,970,970,Delivered
PO-15003,MED065,LOC002,SUP015,2026-03-02,2026-03-04,2026-03-04,370,370,Delivered
PO-15004,MED071,LOC001,SUP014,2026-03-02,2026-03-08,2026-03-08,170,170,Delivered
PO-15005,MED071,LOC005,SUP014,2026-03-02,2026-03-08,2026-03-08,50,50,Delivered
PO-15006,MED075,LOC002,SUP004,2026-03-02,2026-03-08,2026-03-08,320,320,Delivered
PO-15007,MED001,LOC003,SUP001,2026-03-03,2026-03-08,2026-03-08,760,760,Delivered
PO-15008,MED005,LOC001,SUP001,2026-03-03,2026-03-08,2026-03-08,380,380,Delivered
PO-15009,MED009,LOC004,SUP007,2026-03-03,2026-03-07,2026-03-07,240,240,Delivered
PO-15010,MED012,LOC003,SUP007,2026-03-03,2026-03-07,2026-03-07,670,670,Delivered
PO-15011,MED013,LOC005,SUP007,2026-03-03,2026-03-08,2026-03-08,100,100,Delivered
PO-15012,MED015,LOC006,SUP011,2026-03-03,2026-03-06,2026-03-06,460,460,Delivered
PO-15013,MED015,LOC007,SUP011,2026-03-03,2026-03-06,2026-03-06,130,130,Delivered
PO-15014,MED016,LOC002,SUP001,2026-03-03,2026-03-07,2026-03-07,960,960,Delivered
PO-15015,MED017,LOC001,SUP001,2026-03-03,2026-03-08,2026-03-08,1500,1500,Delivered
PO-15016,MED024,LOC001,SUP009,2026-03-03,2026-03-08,2026-03-08,1880,1880,Delivered
PO-15017,MED025,LOC007,SUP002,2026-03-03,2026-03-08,2026-03-08,190,190,Delivered
PO-15018,MED026,LOC007,SUP002,2026-03-03,2026-03-09,2026-03-09,160,160,Delivered
PO-15019,MED032,LOC005,SUP009,2026-03-03,2026-03-06,2026-03-06,220,220,Delivered
PO-15020,MED034,LOC005,SUP013,2026-03-03,2026-03-09,2026-03-09,130,130,Delivered
PO-15021,MED035,LOC001,SUP015,2026-03-03,2026-03-05,2026-03-05,280,280,Delivered
PO-15022,MED035,LOC003,SUP015,2026-03-03,2026-03-05,2026-03-05,230,230,Delivered
PO-15023,MED039,LOC003,SUP006,2026-03-03,2026-03-11,2026-03-11,70,70,Delivered
PO-15024,MED041,LOC003,SUP015,2026-03-03,2026-03-05,2026-03-05,220,220,Delivered
PO-15025,MED046,LOC002,SUP015,2026-03-03,2026-03-07,2026-03-07,420,420,Delivered
PO-15026,MED052,LOC007,SUP015,2026-03-03,2026-03-06,2026-03-06,50,50,Delivered
PO-15027,MED054,LOC003,SUP015,2026-03-03,2026-03-05,2026-03-05,370,370,Delivered
PO-15028,MED054,LOC006,SUP015,2026-03-03,2026-03-05,2026-03-05,270,270,Delivered
PO-15029,MED056,LOC005,SUP005,2026-03-03,2026-03-08,2026-03-08,280,280,Delivered
PO-15030,MED057,LOC002,SUP008,2026-03-03,2026-03-07,2026-03-07,300,300,Delivered
PO-15031,MED059,LOC005,SUP015,2026-03-03,2026-03-06,2026-03-18,220,220,Delayed
PO-15032,MED061,LOC006,SUP004,2026-03-03,2026-03-10,2026-03-10,890,890,Delivered
PO-15033,MED063,LOC001,SUP004,2026-03-03,2026-03-10,2026-03-10,490,490,Delivered
PO-15034,MED064,LOC007,SUP005,2026-03-03,2026-03-08,2026-03-08,130,130,Delivered
PO-15035,MED067,LOC005,SUP012,2026-03-03,2026-03-09,2026-03-09,370,370,Delivered
PO-15036,MED069,LOC007,SUP004,2026-03-03,2026-03-10,2026-03-10,200,200,Delivered
PO-15037,MED001,LOC006,SUP001,2026-03-04,2026-03-09,2026-03-09,1050,1050,Delivered
PO-15038,MED004,LOC002,SUP001,2026-03-04,2026-03-08,2026-03-08,170,170,Delivered
PO-15039,MED007,LOC003,SUP011,2026-03-04,2026-03-07,2026-03-07,1270,1270,Delivered
PO-15040,MED010,LOC007,SUP007,2026-03-04,2026-03-08,2026-03-08,70,70,Delivered
PO-15041,MED011,LOC003,SUP011,2026-03-04,2026-03-09,2026-03-09,370,370,Delivered
PO-15042,MED012,LOC002,SUP007,2026-03-04,2026-03-08,2026-03-08,330,330,Delivered
PO-15043,MED013,LOC002,SUP007,2026-03-04,2026-03-09,2026-03-09,120,120,Delivered
PO-15044,MED016,LOC005,SUP001,2026-03-04,2026-03-08,2026-03-08,870,870,Delivered
PO-15045,MED024,LOC002,SUP009,2026-03-04,2026-03-09,2026-03-09,740,740,Delivered
PO-15046,MED026,LOC001,SUP002,2026-03-04,2026-03-10,2026-03-10,2450,2450,Delivered
PO-15047,MED027,LOC002,SUP009,2026-03-04,2026-03-09,2026-03-09,460,460,Delivered
PO-15048,MED028,LOC006,SUP002,2026-03-04,2026-03-09,2026-03-09,520,520,Delivered
PO-15049,MED031,LOC001,SUP015,2026-03-04,2026-03-07,2026-03-07,1470,1470,Delivered
PO-15050,MED033,LOC002,SUP004,2026-03-04,2026-03-10,2026-03-10,70,70,Delivered
PO-15051,MED036,LOC007,SUP003,2026-03-04,2026-03-06,2026-03-06,140,140,Delivered
PO-15052,MED047,LOC002,SUP015,2026-03-04,2026-03-07,2026-03-07,310,310,Delivered
PO-15053,MED048,LOC001,SUP015,2026-03-04,2026-03-06,2026-03-06,500,500,Delivered
PO-15054,MED054,LOC005,SUP015,2026-03-04,2026-03-06,2026-03-06,140,140,Delivered
PO-15055,MED056,LOC006,SUP005,2026-03-04,2026-03-09,2026-03-09,620,620,Delivered
PO-15056,MED057,LOC003,SUP008,2026-03-04,2026-03-08,2026-03-08,550,550,Delivered
PO-15057,MED062,LOC006,SUP004,2026-03-04,2026-03-09,2026-03-09,1010,1010,Delivered
PO-15058,MED064,LOC004,SUP005,2026-03-04,2026-03-09,2026-03-09,400,400,Delivered
PO-15059,MED071,LOC006,SUP014,2026-03-04,2026-03-10,2026-03-10,90,90,Delivered
PO-15060,MED075,LOC005,SUP004,2026-03-04,2026-03-10,2026-03-10,290,290,Delivered
PO-15061,MED003,LOC004,SUP001,2026-03-05,2026-03-08,2026-03-08,50,50,Delivered
PO-15062,MED005,LOC003,SUP001,2026-03-05,2026-03-10,2026-03-10,290,290,Delivered
PO-15063,MED005,LOC005,SUP001,2026-03-05,2026-03-10,2026-03-10,100,100,Delivered
PO-15064,MED009,LOC007,SUP007,2026-03-05,2026-03-09,2026-03-09,110,110,Delivered
PO-15065,MED010,LOC005,SUP007,2026-03-05,2026-03-09,2026-03-09,330,330,Delivered
PO-15066,MED014,LOC002,SUP007,2026-03-05,2026-03-08,2026-03-08,200,200,Delivered
PO-15067,MED014,LOC005,SUP007,2026-03-05,2026-03-08,2026-03-08,150,150,Delivered
PO-15068,MED017,LOC005,SUP001,2026-03-05,2026-03-10,2026-03-10,420,420,Delivered
PO-15069,MED017,LOC007,SUP001,2026-03-05,2026-03-10,2026-03-10,110,110,Delivered
PO-15070,MED019,LOC001,SUP015,2026-03-05,2026-03-08,2026-03-08,1280,1280,Delivered
PO-15071,MED020,LOC001,SUP004,2026-03-05,2026-03-10,2026-03-10,1040,1040,Delivered
PO-15072,MED020,LOC005,SUP004,2026-03-05,2026-03-10,2026-03-10,330,330,Delivered
PO-15073,MED026,LOC004,SUP002,2026-03-05,2026-03-11,2026-03-12,340,340,Delayed
PO-15074,MED027,LOC004,SUP009,2026-03-05,2026-03-10,2026-03-10,160,160,Delivered
PO-15075,MED032,LOC001,SUP009,2026-03-05,2026-03-08,2026-03-08,680,680,Delivered
PO-15076,MED037,LOC005,SUP015,2026-03-05,2026-03-09,2026-03-09,810,810,Delivered
PO-15077,MED040,LOC004,SUP004,2026-03-05,2026-03-10,2026-03-10,50,50,Delivered
PO-15078,MED047,LOC006,SUP015,2026-03-05,2026-03-08,2026-03-08,530,530,Delivered
PO-15079,MED053,LOC002,SUP010,2026-03-05,2026-03-11,2026-03-11,130,130,Delivered
PO-15080,MED053,LOC006,SUP010,2026-03-05,2026-03-11,2026-03-11,340,340,Delivered
PO-15081,MED054,LOC001,SUP015,2026-03-05,2026-03-07,2026-03-07,400,400,Delivered
PO-15082,MED055,LOC003,SUP015,2026-03-05,2026-03-08,2026-03-08,870,870,Delivered
PO-15083,MED055,LOC004,SUP015,2026-03-05,2026-03-08,2026-03-08,170,170,Delivered
PO-15084,MED056,LOC002,SUP005,2026-03-05,2026-03-10,2026-03-10,410,410,Delivered
PO-15085,MED058,LOC003,SUP008,2026-03-05,2026-03-10,2026-03-10,640,640,Delivered
PO-15086,MED063,LOC002,SUP004,2026-03-05,2026-03-12,2026-03-12,230,230,Delivered
PO-15087,MED063,LOC004,SUP004,2026-03-05,2026-03-12,2026-03-12,100,100,Delivered
PO-15088,MED063,LOC007,SUP004,2026-03-05,2026-03-12,2026-03-15,50,50,Delayed
PO-15089,MED066,LOC001,SUP004,2026-03-05,2026-03-11,2026-03-12,1250,1250,Delayed
PO-15090,MED066,LOC006,SUP004,2026-03-05,2026-03-11,2026-03-12,970,970,Delayed
PO-15091,MED068,LOC001,SUP004,2026-03-05,2026-03-11,2026-03-11,4540,4540,Delivered
PO-15092,MED068,LOC005,SUP004,2026-03-05,2026-03-11,2026-03-11,1470,1470,Delivered
PO-15093,MED069,LOC002,SUP004,2026-03-05,2026-03-12,2026-03-12,1240,1240,Delivered
PO-15094,MED069,LOC003,SUP004,2026-03-05,2026-03-12,2026-03-12,2530,2530,Delivered
PO-15095,MED070,LOC001,SUP004,2026-03-05,2026-03-11,2026-03-11,580,580,Delivered
PO-15096,MED070,LOC003,SUP004,2026-03-05,2026-03-11,2026-03-11,430,430,Delivered
PO-15097,MED072,LOC003,SUP006,2026-03-05,2026-03-12,2026-03-14,60,60,Delayed
PO-15098,MED073,LOC004,SUP004,2026-03-05,2026-03-11,2026-03-11,50,50,Delivered
PO-15099,MED075,LOC001,SUP004,2026-03-05,2026-03-11,2026-03-11,800,800,Delivered
PO-15100,MED075,LOC004,SUP004,2026-03-05,2026-03-11,2026-03-11,50,50,Delivered
PO-15101,MED002,LOC001,SUP010,2026-03-06,2026-03-13,2026-03-13,570,570,Delivered
PO-15102,MED003,LOC005,SUP001,2026-03-06,2026-03-09,2026-03-09,130,130,Delivered
PO-15103,MED004,LOC003,SUP001,2026-03-06,2026-03-10,2026-03-10,310,310,Delivered
PO-15104,MED004,LOC005,SUP001,2026-03-06,2026-03-10,2026-03-10,150,150,Delivered
PO-15105,MED006,LOC006,SUP001,2026-03-06,2026-03-11,2026-03-11,1360,1360,Delivered
PO-15106,MED008,LOC006,SUP001,2026-03-06,2026-03-11,2026-03-11,440,440,Delivered
PO-15107,MED010,LOC006,SUP007,2026-03-06,2026-03-10,2026-03-10,790,790,Delivered
PO-15108,MED011,LOC001,SUP011,2026-03-06,2026-03-11,2026-03-11,490,490,Delivered
PO-15109,MED011,LOC004,SUP011,2026-03-06,2026-03-11,2026-03-11,60,60,Delivered
PO-15110,MED014,LOC006,SUP007,2026-03-06,2026-03-09,2026-03-09,390,390,Delivered
PO-15111,MED018,LOC001,SUP001,2026-03-06,2026-03-09,2026-03-09,2020,2020,Delivered
PO-15112,MED019,LOC006,SUP015,2026-03-06,2026-03-09,2026-03-09,940,940,Delivered
PO-15113,MED020,LOC007,SUP004,2026-03-06,2026-03-11,2026-03-11,220,220,Delivered
PO-15114,MED026,LOC002,SUP002,2026-03-06,2026-03-12,2026-03-12,960,960,Delivered
PO-15115,MED028,LOC002,SUP002,2026-03-06,2026-03-11,2026-03-11,290,290,Delivered
PO-15116,MED029,LOC005,SUP015,2026-03-06,2026-03-09,2026-03-09,110,110,Delivered
PO-15117,MED030,LOC004,SUP004,2026-03-06,2026-03-11,2026-03-11,50,50,Delivered
PO-15118,MED030,LOC006,SUP004,2026-03-06,2026-03-11,2026-03-11,180,180,Delivered
PO-15119,MED041,LOC001,SUP015,2026-03-06,2026-03-08,2026-03-08,250,250,Delivered
PO-15120,MED044,LOC001,SUP010,2026-03-06,2026-03-11,2026-03-11,600,600,Delivered
PO-15121,MED044,LOC003,SUP010,2026-03-06,2026-03-11,2026-03-13,400,400,Delayed
PO-15122,MED045,LOC002,SUP004,2026-03-06,2026-03-11,2026-03-11,310,310,Delivered
PO-15123,MED047,LOC004,SUP015,2026-03-06,2026-03-09,2026-03-09,120,120,Delivered
PO-15124,MED049,LOC003,SUP015,2026-03-06,2026-03-09,2026-03-09,2000,2000,Delivered
PO-15125,MED049,LOC006,SUP015,2026-03-06,2026-03-09,2026-03-09,1840,1840,Delivered
PO-15126,MED051,LOC007,SUP015,2026-03-06,2026-03-08,2026-03-08,160,160,Delivered
PO-15127,MED052,LOC005,SUP015,2026-03-06,2026-03-09,2026-03-09,150,150,Delivered
PO-15128,MED053,LOC001,SUP010,2026-03-06,2026-03-12,2026-03-13,320,320,Delayed
PO-15129,MED056,LOC003,SUP005,2026-03-06,2026-03-11,2026-03-11,640,640,Delivered
PO-15130,MED062,LOC003,SUP004,2026-03-06,2026-03-11,2026-03-11,1190,1190,Delivered
PO-15131,MED066,LOC002,SUP004,2026-03-06,2026-03-12,2026-03-12,520,520,Delivered
PO-15132,MED066,LOC003,SUP004,2026-03-06,2026-03-12,2026-03-12,1010,1010,Delivered
PO-15133,MED067,LOC001,SUP012,2026-03-06,2026-03-12,2026-03-14,1090,1090,Delayed
PO-15134,MED069,LOC001,SUP004,2026-03-06,2026-03-13,2026-03-13,3370,3370,Delivered
PO-15135,MED069,LOC005,SUP004,2026-03-06,2026-03-13,2026-03-13,1030,1030,Delivered
PO-15136,MED070,LOC005,SUP004,2026-03-06,2026-03-12,2026-03-12,190,190,Delivered
PO-15137,MED074,LOC001,SUP006,2026-03-06,2026-03-14,2026-03-14,90,90,Delivered
PO-15138,MED075,LOC003,SUP004,2026-03-06,2026-03-12,2026-03-12,620,620,Delivered
PO-15139,MED002,LOC003,SUP010,2026-03-07,2026-03-14,2026-03-14,530,530,Delivered
PO-15140,MED002,LOC005,SUP010,2026-03-07,2026-03-14,2026-03-14,200,200,Delivered
PO-15141,MED002,LOC007,SUP010,2026-03-07,2026-03-14,2026-03-14,50,50,Delivered
PO-15142,MED005,LOC002,SUP001,2026-03-07,2026-03-12,2026-03-12,120,120,Delivered
PO-15143,MED016,LOC007,SUP001,2026-03-07,2026-03-11,2026-03-11,130,130,Delivered
PO-15144,MED017,LOC002,SUP001,2026-03-07,2026-03-12,2026-03-12,590,590,Delivered
PO-15145,MED017,LOC004,SUP001,2026-03-07,2026-03-12,2026-03-12,240,240,Delivered
PO-15146,MED018,LOC006,SUP001,2026-03-07,2026-03-10,2026-03-10,1430,1430,Delivered
PO-15147,MED026,LOC005,SUP002,2026-03-07,2026-03-13,2026-03-13,790,790,Delivered
PO-15148,MED028,LOC003,SUP002,2026-03-07,2026-03-12,2026-03-12,550,550,Delivered
PO-15149,MED030,LOC003,SUP004,2026-03-07,2026-03-12,2026-03-12,170,170,Delivered
PO-15150,MED040,LOC002,SUP004,2026-03-07,2026-03-12,2026-03-12,60,60,Delivered
PO-15151,MED040,LOC003,SUP004,2026-03-07,2026-03-12,2026-03-12,150,150,Delivered
PO-15152,MED041,LOC006,SUP015,2026-03-07,2026-03-09,2026-03-09,190,190,Delivered
PO-15153,MED044,LOC002,SUP010,2026-03-07,2026-03-12,2026-03-12,210,210,Delivered
PO-15154,MED045,LOC005,SUP004,2026-03-07,2026-03-12,2026-03-12,260,260,Delivered
PO-15155,MED045,LOC007,SUP004,2026-03-07,2026-03-12,2026-03-12,50,50,Delivered
PO-15156,MED046,LOC005,SUP015,2026-03-07,2026-03-11,2026-03-11,380,380,Delivered
PO-15157,MED048,LOC004,SUP015,2026-03-07,2026-03-09,2026-03-09,60,60,Delivered
PO-15158,MED048,LOC006,SUP015,2026-03-07,2026-03-09,2026-03-09,370,370,Delivered
PO-15159,MED050,LOC001,SUP005,2026-03-07,2026-03-11,2026-03-11,3780,3780,Delivered
PO-15160,MED052,LOC006,SUP015,2026-03-07,2026-03-10,2026-03-10,370,370,Delivered
PO-15161,MED057,LOC004,SUP008,2026-03-07,2026-03-11,2026-03-11,290,290,Delivered
PO-15162,MED064,LOC005,SUP005,2026-03-07,2026-03-12,2026-03-12,930,930,Delivered
PO-15163,MED067,LOC006,SUP012,2026-03-07,2026-03-13,2026-03-13,800,800,Delivered
PO-15164,MED074,LOC004,SUP006,2026-03-07,2026-03-15,2026-03-15,50,50,Delivered
PO-15165,MED075,LOC006,SUP004,2026-03-07,2026-03-13,2026-03-13,600,600,Delivered
PO-15166,MED002,LOC002,SUP010,2026-03-08,2026-03-15,2026-03-15,230,230,Delivered
PO-15167,MED006,LOC003,SUP001,2026-03-08,2026-03-13,2026-03-13,810,810,Delivered
PO-15168,MED015,LOC005,SUP011,2026-03-08,2026-03-11,2026-03-11,200,200,Delivered
PO-15169,MED020,LOC002,SUP004,2026-03-08,2026-03-13,2026-03-13,380,380,Delivered
PO-15170,MED026,LOC006,SUP002,2026-03-08,2026-03-14,2026-03-14,1820,1820,Delivered
PO-15171,MED029,LOC004,SUP015,2026-03-08,2026-03-11,2026-03-11,50,50,Delivered
PO-15172,MED031,LOC006,SUP015,2026-03-08,2026-03-11,2026-03-11,990,990,Delivered
PO-15173,MED034,LOC004,SUP013,2026-03-08,2026-03-14,2026-03-14,50,50,Delivered
PO-15174,MED039,LOC005,SUP006,2026-03-08,2026-03-16,2026-03-17,50,50,Delayed
PO-15175,MED040,LOC006,SUP004,2026-03-08,2026-03-13,2026-03-13,110,110,Delivered
PO-15176,MED042,LOC005,SUP003,2026-03-08,2026-03-10,2026-03-10,290,290,Delivered
PO-15177,MED042,LOC006,SUP003,2026-03-08,2026-03-10,2026-03-10,600,600,Delivered
PO-15178,MED044,LOC004,SUP010,2026-03-08,2026-03-13,2026-03-13,90,90,Delivered
PO-15179,MED045,LOC003,SUP004,2026-03-08,2026-03-13,2026-03-13,670,670,Delivered
PO-15180,MED047,LOC005,SUP015,2026-03-08,2026-03-11,2026-03-11,260,260,Delivered
PO-15181,MED050,LOC003,SUP005,2026-03-08,2026-03-12,2026-03-12,2820,2820,Delivered
PO-15182,MED055,LOC001,SUP015,2026-03-08,2026-03-11,2026-03-11,1080,1080,Delivered
PO-15183,MED055,LOC002,SUP015,2026-03-08,2026-03-11,2026-03-11,450,450,Delivered
PO-15184,MED056,LOC004,SUP005,2026-03-08,2026-03-13,2026-03-13,310,310,Delivered
PO-15185,MED059,LOC006,SUP015,2026-03-08,2026-03-11,2026-03-23,510,510,Delayed
PO-15186,MED066,LOC004,SUP004,2026-03-08,2026-03-14,2026-03-14,180,180,Delivered
PO-15187,MED066,LOC005,SUP004,2026-03-08,2026-03-14,2026-03-14,430,430,Delivered
PO-15188,MED068,LOC002,SUP004,2026-03-08,2026-03-14,2026-03-14,1790,1790,Delivered
PO-15189,MED068,LOC003,SUP004,2026-03-08,2026-03-14,2026-03-14,3350,3350,Delivered
PO-15190,MED068,LOC006,SUP004,2026-03-08,2026-03-14,2026-03-14,4670,4670,Delivered
PO-15191,MED070,LOC004,SUP004,2026-03-08,2026-03-14,2026-03-17,50,50,Delayed
PO-15192,MED070,LOC006,SUP004,2026-03-08,2026-03-14,2026-03-14,410,410,Delivered
PO-15193,MED071,LOC003,SUP014,2026-03-08,2026-03-14,2026-03-14,110,110,Delivered
PO-15194,MED074,LOC005,SUP006,2026-03-08,2026-03-16,2026-03-16,50,50,Delivered
PO-15195,MED001,LOC002,SUP001,2026-03-09,2026-03-14,2026-03-14,350,350,Delivered
PO-15196,MED006,LOC005,SUP001,2026-03-09,2026-03-14,2026-03-14,390,390,Delivered
PO-15197,MED007,LOC001,SUP011,2026-03-09,2026-03-12,2026-03-12,1690,1690,Delivered
PO-15198,MED009,LOC005,SUP007,2026-03-09,2026-03-13,2026-03-13,530,530,Delivered
PO-15199,MED018,LOC007,SUP001,2026-03-09,2026-03-12,2026-03-12,120,120,Delivered
PO-15200,MED021,LOC005,SUP002,2026-03-09,2026-03-13,2026-03-13,560,560,Delivered
PO-15201,MED022,LOC002,SUP002,2026-03-09,2026-03-13,2026-03-13,380,380,Delivered
PO-15202,MED023,LOC001,SUP002,2026-03-09,2026-03-13,2026-03-13,1540,1540,Delivered
PO-15203,MED023,LOC006,SUP002,2026-03-09,2026-03-13,2026-03-13,1140,1140,Delivered
PO-15204,MED028,LOC005,SUP002,2026-03-09,2026-03-14,2026-03-14,250,250,Delivered
PO-15205,MED029,LOC002,SUP015,2026-03-09,2026-03-12,2026-03-12,150,150,Delivered
PO-15206,MED030,LOC001,SUP004,2026-03-09,2026-03-14,2026-03-14,270,270,Delivered
PO-15207,MED031,LOC004,SUP015,2026-03-09,2026-03-12,2026-03-12,200,200,Delivered
PO-15208,MED033,LOC006,SUP004,2026-03-09,2026-03-15,2026-03-16,140,140,Delayed
PO-15209,MED036,LOC004,SUP003,2026-03-09,2026-03-11,2026-03-11,320,320,Delivered
PO-15210,MED040,LOC001,SUP004,2026-03-09,2026-03-14,2026-03-15,180,180,Delayed
PO-15211,MED044,LOC005,SUP010,2026-03-09,2026-03-14,2026-03-14,180,180,Delivered
PO-15212,MED049,LOC007,SUP015,2026-03-09,2026-03-12,2026-03-12,150,150,Delivered
PO-15213,MED058,LOC002,SUP008,2026-03-09,2026-03-14,2026-03-14,330,330,Delivered
PO-15214,MED058,LOC007,SUP008,2026-03-09,2026-03-14,2026-03-14,60,60,Delivered
PO-15215,MED062,LOC005,SUP004,2026-03-09,2026-03-14,2026-03-14,450,450,Delivered
PO-15216,MED067,LOC002,SUP012,2026-03-09,2026-03-15,2026-03-15,460,460,Delivered
PO-15217,MED067,LOC004,SUP012,2026-03-09,2026-03-15,2026-03-15,170,170,Delivered
PO-15218,MED068,LOC004,SUP004,2026-03-09,2026-03-15,2026-03-15,600,600,Delivered
PO-15219,MED072,LOC001,SUP006,2026-03-09,2026-03-16,2026-03-16,70,70,Delivered
PO-15220,MED073,LOC006,SUP004,2026-03-09,2026-03-15,2026-03-15,150,150,Delivered
PO-15221,MED008,LOC005,SUP001,2026-03-10,2026-03-15,2026-03-15,240,240,Delivered
PO-15222,MED012,LOC006,SUP007,2026-03-10,2026-03-14,2026-03-14,580,580,Delivered
PO-15223,MED012,LOC007,SUP007,2026-03-10,2026-03-14,2026-03-14,50,50,Delivered
PO-15224,MED013,LOC006,SUP007,2026-03-10,2026-03-15,2026-03-15,240,240,Delivered
PO-15225,MED015,LOC001,SUP011,2026-03-10,2026-03-13,2026-03-13,590,590,Delivered
PO-15226,MED016,LOC006,SUP001,2026-03-10,2026-03-14,2026-03-14,1810,1810,Delivered
PO-15227,MED019,LOC004,SUP015,2026-03-10,2026-03-13,2026-03-13,200,200,Delivered
PO-15228,MED020,LOC004,SUP004,2026-03-10,2026-03-15,2026-03-15,170,170,Delivered
PO-15229,MED032,LOC006,SUP009,2026-03-10,2026-03-13,2026-03-13,520,520,Delivered
PO-15230,MED033,LOC005,SUP004,2026-03-10,2026-03-16,2026-03-16,60,60,Delivered
PO-15231,MED034,LOC003,SUP013,2026-03-10,2026-03-16,2026-03-16,250,250,Delivered
PO-15232,MED036,LOC002,SUP003,2026-03-10,2026-03-12,2026-03-12,920,920,Delivered
PO-15233,MED038,LOC003,SUP015,2026-03-10,2026-03-12,2026-03-12,90,90,Delivered
PO-15234,MED043,LOC005,SUP003,2026-03-10,2026-03-12,2026-03-12,100,100,Delivered
PO-15235,MED045,LOC006,SUP004,2026-03-10,2026-03-15,2026-03-15,650,650,Delivered
PO-15236,MED050,LOC004,SUP005,2026-03-10,2026-03-14,2026-03-14,1180,1180,Delivered
PO-15237,MED055,LOC006,SUP015,2026-03-10,2026-03-13,2026-03-13,800,800,Delivered
PO-15238,MED057,LOC001,SUP008,2026-03-10,2026-03-14,2026-03-15,730,730,Delayed
PO-15239,MED060,LOC005,SUP015,2026-03-10,2026-03-12,2026-03-12,50,50,Delivered
PO-15240,MED060,LOC006,SUP015,2026-03-10,2026-03-12,2026-03-12,90,90,Delivered
PO-15241,MED062,LOC007,SUP004,2026-03-10,2026-03-15,2026-03-15,90,90,Delivered
PO-15242,MED063,LOC006,SUP004,2026-03-10,2026-03-17,2026-03-17,320,320,Delivered
PO-15243,MED065,LOC005,SUP015,2026-03-10,2026-03-12,2026-03-12,310,310,Delivered
PO-15244,MED066,LOC007,SUP004,2026-03-10,2026-03-16,2026-03-16,90,90,Delivered
PO-15245,MED069,LOC006,SUP004,2026-03-10,2026-03-17,2026-03-18,3580,3580,Delayed
PO-15246,MED073,LOC002,SUP004,2026-03-10,2026-03-16,2026-03-16,100,100,Delivered
PO-15247,MED001,LOC005,SUP001,2026-03-11,2026-03-16,2026-03-16,290,290,Delivered
PO-15248,MED005,LOC004,SUP001,2026-03-11,2026-03-16,2026-03-16,60,60,Delivered
PO-15249,MED006,LOC002,SUP001,2026-03-11,2026-03-16,2026-03-16,420,420,Delivered
PO-15250,MED007,LOC002,SUP011,2026-03-11,2026-03-14,2026-03-14,640,640,Delivered
PO-15251,MED007,LOC007,SUP011,2026-03-11,2026-03-14,2026-03-14,350,350,Delivered
PO-15252,MED014,LOC001,SUP007,2026-03-11,2026-03-14,2026-03-14,500,500,Delivered
PO-15253,MED015,LOC003,SUP011,2026-03-11,2026-03-14,2026-03-14,510,510,Delivered
PO-15254,MED015,LOC004,SUP011,2026-03-11,2026-03-14,2026-03-14,90,90,Delivered
PO-15255,MED031,LOC003,SUP015,2026-03-11,2026-03-14,2026-03-14,1150,1150,Delivered
PO-15256,MED034,LOC006,SUP013,2026-03-11,2026-03-17,2026-03-17,240,240,Delivered
PO-15257,MED034,LOC007,SUP013,2026-03-11,2026-03-17,2026-03-17,50,50,Delivered
PO-15258,MED037,LOC001,SUP015,2026-03-11,2026-03-15,2026-03-15,2560,2560,Delivered
PO-15259,MED037,LOC004,SUP015,2026-03-11,2026-03-15,2026-03-15,350,350,Delivered
PO-15260,MED037,LOC006,SUP015,2026-03-11,2026-03-15,2026-03-15,1880,1880,Delivered
PO-15261,MED042,LOC002,SUP003,2026-03-11,2026-03-13,2026-03-13,330,330,Delivered
PO-15262,MED047,LOC001,SUP015,2026-03-11,2026-03-14,2026-03-14,730,730,Delivered
PO-15263,MED048,LOC002,SUP015,2026-03-11,2026-03-13,2026-03-13,210,210,Delivered
PO-15264,MED049,LOC001,SUP015,2026-03-11,2026-03-14,2026-03-14,2590,2590,Delivered
PO-15265,MED049,LOC002,SUP015,2026-03-11,2026-03-14,2026-03-14,1000,1000,Delivered
PO-15266,MED053,LOC003,SUP010,2026-03-11,2026-03-17,2026-03-17,260,260,Delivered
