lot_id,medication_id,location_id,quantity,manufacture_date,expiry_date
LOT-202508-1794,MED071,LOC007,25,2025-08-07,2028-04-24
LOT-202602-1795,MED072,LOC001,35,2026-02-10,2028-10-05
LOT-202604-1796,MED072,LOC001,40,2026-04-05,2028-12-27
LOT-202506-1797,MED072,LOC002,30,2025-06-14,2028-05-26
LOT-202603-1798,MED072,LOC003,91,2026-03-15,2028-12-29
LOT-202602-1799,MED072,LOC004,15,2026-02-25,2028-02-04
LOT-202505-1800,MED072,LOC005,36,2025-05-23,2027-10-07
LOT-202508-1801,MED072,LOC005,39,2025-08-12,2028-06-23
LOT-202508-1802,MED072,LOC006,43,2025-08-18,2027-07-19
LOT-202602-1803,MED072,LOC006,33,2026-02-02,2027-10-26
LOT-202506-1805,MED072,LOC007,29,2025-06-16,2027-07-13
LOT-202508-1804,MED072,LOC007,21,2025-08-12,2028-06-29
LOT-202605-1806,MED073,LOC001,356,2026-05-02,2028-10-25
LOT-202503-1808,MED073,LOC002,67,2025-03-18,2027-01-29
LOT-202601-1807,MED073,LOC002,55,2026-01-29,2028-10-03
LOT-202506-1809,MED073,LOC003,303,2025-06-14,2027-02-19
LOT-202503-1810,MED073,LOC004,54,2025-03-10,2027-11-14
LOT-202509-1812,MED073,LOC005,49,2025-09-10,2027-07-24
LOT-202512-1811,MED073,LOC005,46,2025-12-11,2028-11-05
LOT-202507-1813,MED073,LOC006,110,2025-07-14,2027-05-21
LOT-202506-1814,MED073,LOC006,97,2025-06-12,2028-01-26
LOT-202509-1815,MED073,LOC007,48,2025-09-02,2027-09-16
LOT-202505-1816,MED074,LOC001,93,2025-05-15,2027-03-01
LOT-202504-1818,MED074,LOC002,25,2025-04-28,2027-03-14
LOT-202512-1817,MED074,LOC002,34,2025-12-02,2028-11-12
LOT-202603-1820,MED074,LOC003,33,2026-03-27,2027-12-02
LOT-202602-1819,MED074,LOC003,59,2026-02-05,2028-09-16
LOT-202511-1821,MED074,LOC004,6,2025-11-19,2027-11-11
LOT-202506-1822,MED074,LOC005,17,2025-06-24,2027-03-10
LOT-202511-1824,MED074,LOC006,34,2025-11-12,2027-12-27
LOT-202511-1823,MED074,LOC006,29,2025-11-28,2028-03-21
LOT-202510-1825,MED074,LOC007,49,2025-10-14,2028-01-16
LOT-202508-1826,MED075,LOC001,600,2025-08-07,2027-04-11
LOT-202503-1827,MED075,LOC002,154,2025-03-17,2027-01-17
LOT-202504-1828,MED075,LOC002,141,2025-04-11,2027-03-27
LOT-202603-1829,MED075,LOC003,602,2026-03-28,2028-10-30
LOT-202503-1830,MED075,LOC004,34,2025-03-22,2027-05-27
LOT-202510-1832,MED075,LOC005,181,2025-10-21,2027-08-20
LOT-202510-1831,MED075,LOC005,151,2025-10-19,2027-11-15
LOT-202601-1833,MED075,LOC006,515,2026-01-02,2027-10-18
LOT-202504-1834,MED075,LOC007,64,2025-04-17,2027-09-17
