inventory_id,medication_id,location_id,snapshot_date,quantity_on_hand,reorder_level,average_daily_usage,days_of_supply
INV-20260203-MED045-LOC006,MED045,LOC006,2026-02-03,695,513,39.43,17.6
INV-20260203-MED045-LOC007,MED045,LOC007,2026-02-03,28,33,2.5,11.2
INV-20260203-MED046-LOC001,MED046,LOC001,2026-02-03,1356,850,70.79,19.2
INV-20260203-MED046-LOC002,MED046,LOC002,2026-02-03,556,306,25.5,21.8
INV-20260203-MED046-LOC003,MED046,LOC003,2026-02-03,1182,677,56.36,21.0
INV-20260203-MED046-LOC004,MED046,LOC004,2026-02-03,173,108,8.93,19.4
INV-20260203-MED046-LOC005,MED046,LOC005,2026-02-03,215,261,21.71,9.9
INV-20260203-MED046-LOC006,MED046,LOC006,2026-02-03,833,622,51.79,16.1
INV-20260203-MED046-LOC007,MED046,LOC007,2026-02-03,64,54,4.5,14.2
INV-20260203-MED047-LOC001,MED047,LOC001,2026-02-03,445,486,44.14,10.1
INV-20260203-MED047-LOC002,MED047,LOC002,2026-02-03,341,182,16.5,20.7
INV-20260203-MED047-LOC003,MED047,LOC003,2026-02-03,565,382,34.71,16.3
INV-20260203-MED047-LOC004,MED047,LOC004,2026-02-03,53,65,5.86,9.0
INV-20260203-MED047-LOC005,MED047,LOC005,2026-02-03,132,159,14.43,9.1
INV-20260203-MED047-LOC006,MED047,LOC006,2026-02-03,700,356,32.29,21.7
INV-20260203-MED047-LOC007,MED047,LOC007,2026-02-03,57,24,2.14,26.6
INV-20260203-MED048-LOC001,MED048,LOC001,2026-02-03,491,280,27.93,17.6
INV-20260203-MED048-LOC002,MED048,LOC002,2026-02-03,253,103,10.29,24.6
INV-20260203-MED048-LOC003,MED048,LOC003,2026-02-03,423,223,22.21,19.0
INV-20260203-MED048-LOC004,MED048,LOC004,2026-02-03,54,43,4.29,12.6
INV-20260203-MED048-LOC005,MED048,LOC005,2026-02-03,90,73,7.29,12.3
INV-20260203-MED048-LOC006,MED048,LOC006,2026-02-03,462,203,20.21,22.9
INV-20260203-MED048-LOC007,MED048,LOC007,2026-02-03,42,18,1.79,23.5
INV-20260203-MED049-LOC001,MED049,LOC001,2026-02-03,1780,1595,145.0,12.3
INV-20260203-MED049-LOC002,MED049,LOC002,2026-02-03,554,668,60.64,9.1
INV-20260203-MED049-LOC003,MED049,LOC003,2026-02-03,2795,1286,116.86,23.9
INV-20260203-MED049-LOC004,MED049,LOC004,2026-02-03,330,234,21.21,15.6
INV-20260203-MED049-LOC005,MED049,LOC005,2026-02-03,742,543,49.36,15.0
INV-20260203-MED049-LOC006,MED049,LOC006,2026-02-03,2552,1130,102.71,24.8
INV-20260203-MED049-LOC007,MED049,LOC007,2026-02-03,234,103,9.36,25.0
INV-20260203-MED050-LOC001,MED050,LOC001,2026-02-03,6425,3268,272.29,23.6
INV-20260203-MED050-LOC002,MED050,LOC002,2026-02-03,1416,1332,111.0,12.8
INV-20260203-MED050-LOC003,MED050,LOC003,2026-02-03,5053,2549,212.36,23.8
INV-20260203-MED050-LOC004,MED050,LOC004,2026-02-03,2437,1194,99.43,24.5
INV-20260203-MED050-LOC005,MED050,LOC005,2026-02-03,1534,1056,88.0,17.4
INV-20260203-MED050-LOC006,MED050,LOC006,2026-02-03,3717,2428,202.29,18.4
INV-20260203-MED050-LOC007,MED050,LOC007,2026-02-03,283,172,14.29,19.8
INV-20260203-MED051-LOC001,MED051,LOC001,2026-02-03,4695,1861,186.07,25.2
INV-20260203-MED051-LOC002,MED051,LOC002,2026-02-03,540,770,77.0,7.0
INV-20260203-MED051-LOC003,MED051,LOC003,2026-02-03,1523,1450,144.93,10.5
INV-20260203-MED051-LOC004,MED051,LOC004,2026-02-03,195,241,24.07,8.1
INV-20260203-MED051-LOC005,MED051,LOC005,2026-02-03,889,639,63.86,13.9
INV-20260203-MED051-LOC006,MED051,LOC006,2026-02-03,3675,1403,140.29,26.2
INV-20260203-MED051-LOC007,MED051,LOC007,2026-02-03,143,113,11.29,12.7
INV-20260203-MED052-LOC001,MED052,LOC001,2026-02-03,277,285,25.86,10.7
INV-20260203-MED052-LOC002,MED052,LOC002,2026-02-03,89,110,10.0,8.9
INV-20260203-MED052-LOC003,MED052,LOC003,2026-02-03,216,209,19.0,11.4
INV-20260203-MED052-LOC004,MED052,LOC004,2026-02-03,43,36,3.21,13.4
INV-20260203-MED052-LOC005,MED052,LOC005,2026-02-03,193,81,7.36,26.2
INV-20260203-MED052-LOC006,MED052,LOC006,2026-02-03,160,197,17.86,9.0
INV-20260203-MED052-LOC007,MED052,LOC007,2026-02-03,17,15,1.29,13.2
INV-20260203-MED053-LOC001,MED053,LOC001,2026-02-03,299,289,20.64,14.5
INV-20260203-MED053-LOC002,MED053,LOC002,2026-02-03,132,92,6.57,20.1
INV-20260203-MED053-LOC003,MED053,LOC003,2026-02-03,296,220,15.71,18.8
INV-20260203-MED053-LOC004,MED053,LOC004,2026-02-03,61,47,3.29,18.5
INV-20260203-MED053-LOC005,MED053,LOC005,2026-02-03,133,91,6.43,20.7
INV-20260203-MED053-LOC006,MED053,LOC006,2026-02-03,260,314,22.36,11.6
INV-20260203-MED053-LOC007,MED053,LOC007,2026-02-03,39,16,1.14,34.2
INV-20260203-MED054-LOC001,MED054,LOC001,2026-02-03,395,224,22.36,17.7
INV-20260203-MED054-LOC002,MED054,LOC002,2026-02-03,80,74,7.36,10.9
INV-20260203-MED054-LOC003,MED054,LOC003,2026-02-03,315,180,18.0,17.5
INV-20260203-MED054-LOC004,MED054,LOC004,2026-02-03,95,36,3.57,26.6
INV-20260203-MED054-LOC005,MED054,LOC005,2026-02-03,95,80,8.0,11.9
INV-20260203-MED054-LOC006,MED054,LOC006,2026-02-03,272,169,16.86,16.1
INV-20260203-MED054-LOC007,MED054,LOC007,2026-02-03,54,13,1.29,41.9
INV-20260203-MED055-LOC001,MED055,LOC001,2026-02-03,476,658,59.79,8.0
INV-20260203-MED055-LOC002,MED055,LOC002,2026-02-03,222,272,24.71,9.0
INV-20260203-MED055-LOC003,MED055,LOC003,2026-02-03,382,497,45.14,8.5
INV-20260203-MED055-LOC004,MED055,LOC004,2026-02-03,192,88,7.93,24.2
INV-20260203-MED055-LOC005,MED055,LOC005,2026-02-03,366,246,22.29,16.4
INV-20260203-MED055-LOC006,MED055,LOC006,2026-02-03,382,478,43.43,8.8
INV-20260203-MED055-LOC007,MED055,LOC007,2026-02-03,125,44,4.0,31.2
INV-20260203-MED056-LOC001,MED056,LOC001,2026-02-03,1190,684,52.57,22.6
INV-20260203-MED056-LOC002,MED056,LOC002,2026-02-03,270,289,22.21,12.2
INV-20260203-MED056-LOC003,MED056,LOC003,2026-02-03,563,520,40.0,14.1
INV-20260203-MED056-LOC004,MED056,LOC004,2026-02-03,237,265,20.36,11.6
INV-20260203-MED056-LOC005,MED056,LOC005,2026-02-03,149,230,17.64,8.4
INV-20260203-MED056-LOC006,MED056,LOC006,2026-02-03,388,526,40.43,9.6
INV-20260203-MED056-LOC007,MED056,LOC007,2026-02-03,46,47,3.57,12.9
INV-20260203-MED057-LOC001,MED057,LOC001,2026-02-03,666,558,46.43,14.3
INV-20260203-MED057-LOC002,MED057,LOC002,2026-02-03,413,228,18.93,21.8
INV-20260203-MED057-LOC003,MED057,LOC003,2026-02-03,814,408,33.93,24.0
INV-20260203-MED057-LOC004,MED057,LOC004,2026-02-03,168,186,15.5,10.8
INV-20260203-MED057-LOC005,MED057,LOC005,2026-02-03,292,167,13.86,21.1
INV-20260203-MED057-LOC006,MED057,LOC006,2026-02-03,514,392,32.64,15.7
INV-20260203-MED057-LOC007,MED057,LOC007,2026-02-03,81,31,2.57,31.5
INV-20260203-MED058-LOC001,MED058,LOC001,2026-02-03,1111,626,48.14,23.1
INV-20260203-MED058-LOC002,MED058,LOC002,2026-02-03,289,254,19.5,14.8
INV-20260203-MED058-LOC003,MED058,LOC003,2026-02-03,391,507,39.0,10.0
INV-20260203-MED058-LOC004,MED058,LOC004,2026-02-03,147,214,16.43,8.9
INV-20260203-MED058-LOC005,MED058,LOC005,2026-02-03,334,231,17.71,18.9
INV-20260203-MED058-LOC006,MED058,LOC006,2026-02-03,347,480,36.86,9.4
INV-20260203-MED058-LOC007,MED058,LOC007,2026-02-03,93,43,3.29,28.3
INV-20260203-MED059-LOC001,MED059,LOC001,2026-02-03,377,400,36.36,10.4
INV-20260203-MED059-LOC002,MED059,LOC002,2026-02-03,143,175,15.86,9.0
INV-20260203-MED059-LOC003,MED059,LOC003,2026-02-03,474,341,31.0,15.3
INV-20260203-MED059-LOC004,MED059,LOC004,2026-02-03,116,65,5.86,19.8
INV-20260203-MED059-LOC005,MED059,LOC005,2026-02-03,194,133,12.07,16.1
INV-20260203-MED059-LOC006,MED059,LOC006,2026-02-03,631,300,27.21,23.2
INV-20260203-MED059-LOC007,MED059,LOC007,2026-02-03,54,19,1.71,31.6
INV-20260203-MED060-LOC001,MED060,LOC001,2026-02-03,71,49,4.86,14.6
INV-20260203-MED060-LOC002,MED060,LOC002,2026-02-03,55,20,1.93,28.5
INV-20260203-MED060-LOC003,MED060,LOC003,2026-02-03,117,43,4.21,27.8
INV-20260203-MED060-LOC004,MED060,LOC004,2026-02-03,21,6,0.57,36.8
INV-20260203-MED060-LOC005,MED060,LOC005,2026-02-03,37,20,2.0,18.5
INV-20260203-MED060-LOC006,MED060,LOC006,2026-02-03,103,45,4.43,23.3
INV-20260203-MED060-LOC007,MED060,LOC007,2026-02-03,18,5,0.5,36.0
INV-20260203-MED061-LOC001,MED061,LOC001,2026-02-03,1097,1383,92.14,11.9
INV-20260203-MED061-LOC002,MED061,LOC002,2026-02-03,507,575,38.29,13.2
INV-20260203-MED061-LOC003,MED061,LOC003,2026-02-03,901,1048,69.86,12.9
INV-20260203-MED061-LOC004,MED061,LOC004,2026-02-03,220,218,14.5,15.2
INV-20260203-MED061-LOC005,MED061,LOC005,2026-02-03,396,456,30.36,13.0
INV-20260203-MED061-LOC006,MED061,LOC006,2026-02-03,1007,1025,68.29,14.7
INV-20260203-MED061-LOC007,MED061,LOC007,2026-02-03,129,86,5.71,22.6
INV-20260203-MED062-LOC001,MED062,LOC001,2026-02-03,773,1163,89.43,8.6
INV-20260203-MED062-LOC002,MED062,LOC002,2026-02-03,317,473,36.36,8.7
INV-20260203-MED062-LOC003,MED062,LOC003,2026-02-03,853,913,70.21,12.1
INV-20260203-MED062-LOC004,MED062,LOC004,2026-02-03,271,169,12.93,21.0
INV-20260203-MED062-LOC005,MED062,LOC005,2026-02-03,477,387,29.71,16.1
INV-20260203-MED062-LOC006,MED062,LOC006,2026-02-03,747,787,60.5,12.3
INV-20260203-MED062-LOC007,MED062,LOC007,2026-02-03,81,60,4.57,17.7
INV-20260203-MED063-LOC001,MED063,LOC001,2026-02-03,549,530,35.29,15.6
INV-20260203-MED063-LOC002,MED063,LOC002,2026-02-03,245,220,14.64,16.7
INV-20260203-MED063-LOC003,MED063,LOC003,2026-02-03,265,403,26.86,9.9
INV-20260203-MED063-LOC004,MED063,LOC004,2026-02-03,39,78,5.14,7.6
INV-20260203-MED063-LOC005,MED063,LOC005,2026-02-03,135,182,12.07,11.2
INV-20260203-MED063-LOC006,MED063,LOC006,2026-02-03,465,378,25.14,18.5
INV-20260203-MED063-LOC007,MED063,LOC007,2026-02-03,54,29,1.93,28.0
INV-20260203-MED064-LOC001,MED064,LOC001,2026-02-03,3791,2179,167.57,22.6
INV-20260203-MED064-LOC002,MED064,LOC002,2026-02-03,579,905,69.57,8.3
INV-20260203-MED064-LOC003,MED064,LOC003,2026-02-03,3065,1676,128.86,23.8
INV-20260203-MED064-LOC004,MED064,LOC004,2026-02-03,237,318,24.43,9.7
INV-20260203-MED064-LOC005,MED064,LOC005,2026-02-03,759,739,56.79,13.4
INV-20260203-MED064-LOC006,MED064,LOC006,2026-02-03,2497,1571,120.79,20.7
INV-20260203-MED064-LOC007,MED064,LOC007,2026-02-03,97,108,8.29,11.7
INV-20260203-MED065-LOC001,MED065,LOC001,2026-02-03,914,496,49.57,18.4
INV-20260203-MED065-LOC002,MED065,LOC002,2026-02-03,360,190,19.0,18.9
INV-20260203-MED065-LOC003,MED065,LOC003,2026-02-03,957,354,35.36,27.1
INV-20260203-MED065-LOC004,MED065,LOC004,2026-02-03,198,78,7.79,25.4
INV-20260203-MED065-LOC005,MED065,LOC005,2026-02-03,430,163,16.21,26.5
INV-20260203-MED065-LOC006,MED065,LOC006,2026-02-03,495,360,35.93,13.8
INV-20260203-MED065-LOC007,MED065,LOC007,2026-02-03,22,28,2.79,7.9
INV-20260203-MED066-LOC001,MED066,LOC001,2026-02-03,1271,1232,88.0,14.4
INV-20260203-MED066-LOC002,MED066,LOC002,2026-02-03,527,492,35.14,15.0
INV-20260203-MED066-LOC003,MED066,LOC003,2026-02-03,1118,910,65.0,17.2
INV-20260203-MED066-LOC004,MED066,LOC004,2026-02-03,224,162,11.57,19.4
INV-20260203-MED066-LOC005,MED066,LOC005,2026-02-03,444,428,30.57,14.5
INV-20260203-MED066-LOC006,MED066,LOC006,2026-02-03,953,929,66.29,14.4
INV-20260203-MED066-LOC007,MED066,LOC007,2026-02-03,114,78,5.57,20.5
INV-20260203-MED067-LOC001,MED067,LOC001,2026-02-03,1105,973,69.5,15.9
INV-20260203-MED067-LOC002,MED067,LOC002,2026-02-03,498,383,27.29,18.2
INV-20260203-MED067-LOC003,MED067,LOC003,2026-02-03,560,754,53.79,10.4
INV-20260203-MED067-LOC004,MED067,LOC004,2026-02-03,217,126,9.0,24.1
INV-20260203-MED067-LOC005,MED067,LOC005,2026-02-03,396,294,20.93,18.9
INV-20260203-MED067-LOC006,MED067,LOC006,2026-02-03,710,707,50.5,14.1
INV-20260203-MED067-LOC007,MED067,LOC007,2026-02-03,113,66,4.71,24.0
INV-20260203-MED068-LOC001,MED068,LOC001,2026-02-03,4558,4210,300.71,15.2
INV-20260203-MED068-LOC002,MED068,LOC002,2026-02-03,2093,1680,120.0,17.4
INV-20260203-MED068-LOC003,MED068,LOC003,2026-02-03,4142,3307,236.21,17.5
INV-20260203-MED068-LOC004,MED068,LOC004,2026-02-03,725,645,46.07,15.7
INV-20260203-MED068-LOC005,MED068,LOC005,2026-02-03,1656,1387,99.07,16.7
INV-20260203-MED068-LOC006,MED068,LOC006,2026-02-03,6080,4662,332.93,18.3
INV-20260203-MED068-LOC007,MED068,LOC007,2026-02-03,173,232,16.57,10.4
INV-20260203-MED069-LOC001,MED069,LOC001,2026-02-03,4542,3583,238.86,19.0
INV-20260203-MED069-LOC002,MED069,LOC002,2026-02-03,1598,1395,93.0,17.2
INV-20260203-MED069-LOC003,MED069,LOC003,2026-02-03,3458,2809,187.21,18.5
INV-20260203-MED069-LOC004,MED069,LOC004,2026-02-03,444,489,32.57,13.6
INV-20260203-MED069-LOC005,MED069,LOC005,2026-02-03,1296,1153,76.86,16.9
INV-20260203-MED069-LOC006,MED069,LOC006,2026-02-03,2547,3989,265.93,9.6
INV-20260203-MED069-LOC007,MED069,LOC007,2026-02-03,239,225,15.0,15.9
INV-20260203-MED070-LOC001,MED070,LOC001,2026-02-03,686,492,35.14,19.5
INV-20260203-MED070-LOC002,MED070,LOC002,2026-02-03,314,217,15.5,20.3
INV-20260203-MED070-LOC003,MED070,LOC003,2026-02-03,399,436,31.14,12.8
INV-20260203-MED070-LOC004,MED070,LOC004,2026-02-03,24,28,1.93,12.4
INV-20260203-MED070-LOC005,MED070,LOC005,2026-02-03,334,162,11.57,28.9
INV-20260203-MED070-LOC006,MED070,LOC006,2026-02-03,466,364,25.93,18.0
INV-20260203-MED070-LOC007,MED070,LOC007,2026-02-03,121,9,0.64,189.1
INV-20260203-MED071-LOC001,MED071,LOC001,2026-02-03,237,162,11.57,20.5
INV-20260203-MED071-LOC002,MED071,LOC002,2026-02-03,39,55,3.86,10.1
INV-20260203-MED071-LOC003,MED071,LOC003,2026-02-03,100,86,6.14,16.3
INV-20260203-MED071-LOC004,MED071,LOC004,2026-02-03,54,26,1.79,30.2
INV-20260203-MED071-LOC005,MED071,LOC005,2026-02-03,71,44,3.14,22.6
INV-20260203-MED071-LOC006,MED071,LOC006,2026-02-03,53,106,7.57,7.0
INV-20260203-MED071-LOC007,MED071,LOC007,2026-02-03,16,10,0.71,22.5
INV-20260203-MED072-LOC001,MED072,LOC001,2026-02-03,63,86,5.71,11.0
INV-20260203-MED072-LOC002,MED072,LOC002,2026-02-03,61,36,2.36,25.8
INV-20260203-MED072-LOC003,MED072,LOC003,2026-02-03,75,66,4.36,17.2
INV-20260203-MED072-LOC004,MED072,LOC004,2026-02-03,41,5,0.29,141.4
INV-20260203-MED072-LOC005,MED072,LOC005,2026-02-03,44,19,1.21,36.4
INV-20260203-MED072-LOC006,MED072,LOC006,2026-02-03,86,58,3.86,22.3
INV-20260203-MED072-LOC007,MED072,LOC007,2026-02-03,21,5,0.29,72.4
INV-20260203-MED073-LOC001,MED073,LOC001,2026-02-03,328,205,14.64,22.4
INV-20260203-MED073-LOC002,MED073,LOC002,2026-02-03,80,77,5.43,14.7
INV-20260203-MED073-LOC003,MED073,LOC003,2026-02-03,132,154,11.0,12.0
INV-20260203-MED073-LOC004,MED073,LOC004,2026-02-03,54,33,2.29,23.6
INV-20260203-MED073-LOC005,MED073,LOC005,2026-02-03,38,69,4.86,7.8
INV-20260203-MED073-LOC006,MED073,LOC006,2026-02-03,171,159,11.29,15.1
INV-20260203-MED073-LOC007,MED073,LOC007,2026-02-03,14,12,0.79,17.7
INV-20260203-MED074-LOC001,MED074,LOC001,2026-02-03,147,116,7.21,20.4
INV-20260203-MED074-LOC002,MED074,LOC002,2026-02-03,18,69,4.29,4.2
INV-20260203-MED074-LOC003,MED074,LOC003,2026-02-03,144,92,5.71,25.2
INV-20260203-MED074-LOC004,MED074,LOC004,2026-02-03,51,14,0.86,59.3
INV-20260203-MED074-LOC005,MED074,LOC005,2026-02-03,46,32,2.0,23.0
INV-20260203-MED074-LOC006,MED074,LOC006,2026-02-03,71,87,5.43,13.1
INV-20260203-MED074-LOC007,MED074,LOC007,2026-02-03,27,6,0.36,75.0
INV-20260203-MED075-LOC001,MED075,LOC001,2026-02-03,734,786,56.14,13.1
INV-20260203-MED075-LOC002,MED075,LOC002,2026-02-03,195,297,21.21,9.2
INV-20260203-MED075-LOC003,MED075,LOC003,2026-02-03,660,562,40.14,16.4
INV-20260203-MED075-LOC004,MED075,LOC004,2026-02-03,66,34,2.36,28.0
INV-20260203-MED075-LOC005,MED075,LOC005,2026-02-03,272,251,17.86,15.2
INV-20260203-MED075-LOC006,MED075,LOC006,2026-02-03,646,556,39.71,16.3
INV-20260203-MED075-LOC007,MED075,LOC007,2026-02-03,55,49,3.43,16.0
INV-20260204-MED001-LOC001,MED001,LOC001,2026-02-04,1168,732,56.29,20.7
INV-20260204-MED001-LOC002,MED001,LOC002,2026-02-04,234,343,26.36,8.9
INV-20260204-MED001-LOC003,MED001,LOC003,2026-02-04,398,598,46.0,8.7
INV-20260204-MED001-LOC004,MED001,LOC004,2026-02-04,127,105,8.07,15.7
INV-20260204-MED001-LOC005,MED001,LOC005,2026-02-04,302,247,19.0,15.9
INV-20260204-MED001-LOC006,MED001,LOC006,2026-02-04,603,864,66.43,9.1
INV-20260204-MED001-LOC007,MED001,LOC007,2026-02-04,91,11,0.79,115.2
INV-20260204-MED002-LOC001,MED002,LOC001,2026-02-04,720,703,46.86,15.4
INV-20260204-MED002-LOC002,MED002,LOC002,2026-02-04,318,277,18.43,17.3
INV-20260204-MED002-LOC003,MED002,LOC003,2026-02-04,701,500,33.29,21.1
INV-20260204-MED002-LOC004,MED002,LOC004,2026-02-04,53,116,7.71,6.9
INV-20260204-MED002-LOC005,MED002,LOC005,2026-02-04,223,215,14.29,15.6
INV-20260204-MED002-LOC006,MED002,LOC006,2026-02-04,547,788,52.5,10.4
INV-20260204-MED002-LOC007,MED002,LOC007,2026-02-04,68,34,2.21,30.8
INV-20260204-MED003-LOC001,MED003,LOC001,2026-02-04,260,238,21.57,12.1
INV-20260204-MED003-LOC002,MED003,LOC002,2026-02-04,159,89,8.07,19.7
INV-20260204-MED003-LOC003,MED003,LOC003,2026-02-04,180,158,14.29,12.6
INV-20260204-MED003-LOC004,MED003,LOC004,2026-02-04,93,41,3.64,25.5
INV-20260204-MED003-LOC005,MED003,LOC005,2026-02-04,146,94,8.5,17.2
INV-20260204-MED003-LOC006,MED003,LOC006,2026-02-04,369,257,23.29,15.8
INV-20260204-MED003-LOC007,MED003,LOC007,2026-02-04,40,5,0.36,111.1
INV-20260204-MED004-LOC001,MED004,LOC001,2026-02-04,464,336,27.93,16.6
INV-20260204-MED004-LOC002,MED004,LOC002,2026-02-04,222,114,9.5,23.4
INV-20260204-MED004-LOC003,MED004,LOC003,2026-02-04,485,248,20.64,23.5
INV-20260204-MED004-LOC004,MED004,LOC004,2026-02-04,70,36,2.93,23.9
INV-20260204-MED004-LOC005,MED004,LOC005,2026-02-04,90,96,7.93,11.3
INV-20260204-MED004-LOC006,MED004,LOC006,2026-02-04,473,366,30.43,15.5
INV-20260204-MED004-LOC007,MED004,LOC007,2026-02-04,90,5,0.29,310.3
INV-20260204-MED005-LOC001,MED005,LOC001,2026-02-04,213,272,20.86,10.2
INV-20260204-MED005-LOC002,MED005,LOC002,2026-02-04,68,104,8.0,8.5
INV-20260204-MED005-LOC003,MED005,LOC003,2026-02-04,140,224,17.21,8.1
INV-20260204-MED005-LOC004,MED005,LOC004,2026-02-04,44,45,3.43,12.8
INV-20260204-MED005-LOC005,MED005,LOC005,2026-02-04,150,93,7.14,21.0
INV-20260204-MED005-LOC006,MED005,LOC006,2026-02-04,417,312,24.0,17.4
INV-20260204-MED005-LOC007,MED005,LOC007,2026-02-04,76,8,0.57,133.3
INV-20260204-MED006-LOC001,MED006,LOC001,2026-02-04,1514,947,72.79,20.8
INV-20260204-MED006-LOC002,MED006,LOC002,2026-02-04,430,338,25.93,16.6
INV-20260204-MED006-LOC003,MED006,LOC003,2026-02-04,688,683,52.5,13.1
INV-20260204-MED006-LOC004,MED006,LOC004,2026-02-04,221,136,10.43,21.2
INV-20260204-MED006-LOC005,MED006,LOC005,2026-02-04,308,312,24.0,12.8
INV-20260204-MED006-LOC006,MED006,LOC006,2026-02-04,1000,995,76.5,13.1
INV-20260204-MED006-LOC007,MED006,LOC007,2026-02-04,242,14,1.07,226.2
INV-20260204-MED007-LOC001,MED007,LOC001,2026-02-04,723,1005,91.29,7.9
INV-20260204-MED007-LOC002,MED007,LOC002,2026-02-04,912,386,35.07,26.0
INV-20260204-MED007-LOC003,MED007,LOC003,2026-02-04,1510,765,69.5,21.7
INV-20260204-MED007-LOC004,MED007,LOC004,2026-02-04,203,157,14.21,14.3
INV-20260204-MED007-LOC005,MED007,LOC005,2026-02-04,371,300,27.21,13.6
INV-20260204-MED007-LOC006,MED007,LOC006,2026-02-04,617,718,65.21,9.5
INV-20260204-MED007-LOC007,MED007,LOC007,2026-02-04,492,209,19.0,25.9
INV-20260204-MED008-LOC001,MED008,LOC001,2026-02-04,815,526,40.43,20.2
INV-20260204-MED008-LOC002,MED008,LOC002,2026-02-04,287,219,16.79,17.1
INV-20260204-MED008-LOC003,MED008,LOC003,2026-02-04,715,414,31.79,22.5
INV-20260204-MED008-LOC004,MED008,LOC004,2026-02-04,73,64,4.86,15.0
INV-20260204-MED008-LOC005,MED008,LOC005,2026-02-04,206,161,12.36,16.7
INV-20260204-MED008-LOC006,MED008,LOC006,2026-02-04,712,390,29.93,23.8
INV-20260204-MED008-LOC007,MED008,LOC007,2026-02-04,131,122,9.36,14.0
INV-20260204-MED009-LOC001,MED009,LOC001,2026-02-04,1753,1139,94.86,18.5
INV-20260204-MED009-LOC002,MED009,LOC002,2026-02-04,629,481,40.07,15.7
INV-20260204-MED009-LOC003,MED009,LOC003,2026-02-04,1650,950,79.14,20.8
INV-20260204-MED009-LOC004,MED009,LOC004,2026-02-04,283,187,15.57,18.2
INV-20260204-MED009-LOC005,MED009,LOC005,2026-02-04,349,384,32.0,10.9
INV-20260204-MED009-LOC006,MED009,LOC006,2026-02-04,1155,889,74.07,15.6
INV-20260204-MED009-LOC007,MED009,LOC007,2026-02-04,134,68,5.64,23.8
INV-20260204-MED010-LOC001,MED010,LOC001,2026-02-04,1262,731,60.86,20.7
INV-20260204-MED010-LOC002,MED010,LOC002,2026-02-04,509,288,23.93,21.3
INV-20260204-MED010-LOC003,MED010,LOC003,2026-02-04,903,549,45.71,19.8
INV-20260204-MED010-LOC004,MED010,LOC004,2026-02-04,148,96,7.93,18.7
INV-20260204-MED010-LOC005,MED010,LOC005,2026-02-04,422,249,20.71,20.4
INV-20260204-MED010-LOC006,MED010,LOC006,2026-02-04,498,528,43.93,11.3
INV-20260204-MED010-LOC007,MED010,LOC007,2026-02-04,75,44,3.64,20.6
INV-20260204-MED011-LOC001,MED011,LOC001,2026-02-04,363,382,29.36,12.4
INV-20260204-MED011-LOC002,MED011,LOC002,2026-02-04,217,151,11.57,18.8
INV-20260204-MED011-LOC003,MED011,LOC003,2026-02-04,281,262,20.14,14.0
INV-20260204-MED011-LOC004,MED011,LOC004,2026-02-04,76,50,3.79,20.1
INV-20260204-MED011-LOC005,MED011,LOC005,2026-02-04,191,141,10.79,17.7
INV-20260204-MED011-LOC006,MED011,LOC006,2026-02-04,523,296,22.71,23.0
INV-20260204-MED011-LOC007,MED011,LOC007,2026-02-04,69,83,6.36,10.8
INV-20260204-MED012-LOC001,MED012,LOC001,2026-02-04,683,628,52.29,13.1
INV-20260204-MED012-LOC002,MED012,LOC002,2026-02-04,450,234,19.43,23.2
INV-20260204-MED012-LOC003,MED012,LOC003,2026-02-04,814,485,40.36,20.2
INV-20260204-MED012-LOC004,MED012,LOC004,2026-02-04,121,89,7.36,16.4
INV-20260204-MED012-LOC005,MED012,LOC005,2026-02-04,144,171,14.21,10.1
INV-20260204-MED012-LOC006,MED012,LOC006,2026-02-04,442,438,36.43,12.1
INV-20260204-MED012-LOC007,MED012,LOC007,2026-02-04,48,30,2.5,19.2
INV-20260204-MED013-LOC001,MED013,LOC001,2026-02-04,159,269,20.64,7.7
INV-20260204-MED013-LOC002,MED013,LOC002,2026-02-04,151,102,7.79,19.4
INV-20260204-MED013-LOC003,MED013,LOC003,2026-02-04,158,191,14.64,10.8
INV-20260204-MED013-LOC004,MED013,LOC004,2026-02-04,50,31,2.36,21.2
INV-20260204-MED013-LOC005,MED013,LOC005,2026-02-04,143,99,7.57,18.9
INV-20260204-MED013-LOC006,MED013,LOC006,2026-02-04,141,212,16.29,8.7
INV-20260204-MED013-LOC007,MED013,LOC007,2026-02-04,24,26,1.93,12.4
INV-20260204-MED014-LOC001,MED014,LOC001,2026-02-04,313,296,26.86,11.7
INV-20260204-MED014-LOC002,MED014,LOC002,2026-02-04,245,132,11.93,20.5
INV-20260204-MED014-LOC003,MED014,LOC003,2026-02-04,229,246,22.29,10.3
INV-20260204-MED014-LOC004,MED014,LOC004,2026-02-04,110,40,3.57,30.8
INV-20260204-MED014-LOC005,MED014,LOC005,2026-02-04,192,107,9.71,19.8
INV-20260204-MED014-LOC006,MED014,LOC006,2026-02-04,481,220,20.0,24.1
INV-20260204-MED014-LOC007,MED014,LOC007,2026-02-04,13,18,1.57,8.3
INV-20260204-MED015-LOC001,MED015,LOC001,2026-02-04,292,372,33.79,8.6
INV-20260204-MED015-LOC002,MED015,LOC002,2026-02-04,170,135,12.21,13.9
INV-20260204-MED015-LOC003,MED015,LOC003,2026-02-04,311,295,26.79,11.6
INV-20260204-MED015-LOC004,MED015,LOC004,2026-02-04,81,42,3.79,21.4
INV-20260204-MED015-LOC005,MED015,LOC005,2026-02-04,278,118,10.64,26.1
